condid,state,site_baseage,siteclass,site_species,forest_type,siteindex_orig,stand_age,BA,QMD,TPA,total_cubic_net,total_cubic_gross,sawlog_cubic_net,sawlog_cubic_gross,boardfoot_net,boardfoot_gross
302325704489998,Washington,100,4,202,201,102,80,92.18,4.326771654,139.87,287.05,332.71,219.98,265.08,1230.01,1480.86
302340230489998,Washington,100,5,202,201,81,310,271.09,6.681102362,172.5,2033.61,3221.34,1939.75,2042.94,12939.68,13607.85
302313685489998,Washington,100,5,202,201,67,65,52.6,4.177165354,85.63,349.73,551.43,292.07,316.49,1577.25,1722.2
302335687489998,Washington,100,5,202,201,77,32,122.84,4.913385827,144.43,3094.89,3503.78,1945.81,2303.51,10401.13,12280.21
302349861489998,Washington,100,4,202,201,109,80,332.95,5.885826772,272.81,12716.76,12948.14,10814.59,10984,69239.64,70250.4
302344138489998,Washington,100,5,202,201,92,31,199.69,4.035433071,348.08,4568.66,4568.66,3428.7,3428.7,23156.08,23156.08
302319456489998,Washington,100,5,202,201,81,482,82.12,4.598425197,110.3,2661.49,3285.91,1670.26,1784.25,10249.95,10972.08
302337873489998,Washington,100,5,202,201,82,412,140.44,6.098425197,107.25,4621.29,5039.61,3759.04,3839.01,24644.24,25173.47
302357387489998,Washington,100,4,202,201,114,107,112.46,4.003937008,199.22,2732.27,3062.62,1813.83,1836.78,10728.39,10871.32
302319084489998,Washington,100,3,202,201,128,126,211.08,4.862204724,253.73,6857.41,7406.07,5577.14,5649.85,35361.66,35827.08
302356059489998,Washington,100,4,202,201,101,41,162.17,5.196850394,170.48,3470.31,3731.4,2999.69,3237.72,17470.75,18928.31
302324200489998,Washington,100,4,202,201,103,356,137.67,5.413385827,133.37,4167.95,5151.69,3308.59,3490.1,20999.42,22145.1
302331715489998,Washington,100,1,202,201,187,38,145.23,4.248031496,228.68,3746.88,3796.45,3106.98,3144.05,17713.89,17904.42
302336147489998,Washington,100,4,202,201,102,150,123.35,9.015748031,43.1,5844.96,6271.38,5715.57,5869.91,39608.55,40668.98
302343786489998,Washington,100,4,202,201,98,205,442.11,8.456692913,175.62,23587.3,26147.48,18953.58,19213.36,131357.22,133126.4
302313323489998,Washington,100,4,202,201,105,35,151.15,4.358267717,226.14,3305.2,3319.49,2715.3,2720.33,15321.18,15348.2
302348850489998,Washington,100,3,202,201,131,32,136.81,4.303149606,209.84,2971.49,3066.5,2295.37,2310.55,13583.27,13672.13
302352266489998,Washington,100,4,202,201,109,155,395.32,7.338582677,208.56,10491.62,11341.61,9342.55,9342.55,64810.01,64810.01
302348353489998,Washington,100,3,202,201,129,29,72.4,3.940944882,132.39,1056.27,1423.37,844.47,892.58,4021.37,4243.72
302332892489998,Washington,100,2,202,201,156,25,137.53,3.582677165,303.93,683.87,683.87,437.39,437.39,2189.06,2189.06
302313121489998,Washington,100,3,202,201,144,280,366.41,8.929133858,130.53,8597.07,9805.57,7692.47,8437.32,53117.86,58226.36
302313122489998,Washington,100,3,202,201,144,51,135.19,4.417322835,196.76,1965.63,2064.74,1531.2,1620.74,9565.09,10189.3
302350670489998,Washington,100,4,202,201,124,51,186.76,5.61023622,168.5,7591.76,7642.79,6856.58,6856.58,42692.45,42692.45
302316868489998,Washington,100,5,202,201,81,140,121.13,4.968503937,139.39,3601.07,3777.73,2263.16,2403.92,13135.36,13895.67
302331185489998,Washington,100,5,202,201,72,90,73.39,4.724409449,93.35,2793.43,2880.53,1365.77,1430.54,7715.93,8092.97
302319923489998,Washington,100,5,202,201,65,90,122.72,3.393700787,302.4,1513.11,1725.83,703.56,787.39,3833.25,4317.42
302343196489998,Washington,100,4,202,201,102,80,89.78,4.787401575,111.32,2077.82,2166.2,1823.28,1874.9,10657,10969.62
302360147489998,Washington,100,5,202,201,63,130,63.81,3.877952756,120.36,710.74,894.96,494.5,625.07,2549.56,3255.95
302337488489998,Washington,100,4,202,201,97,70,67.79,4.448818898,97.28,1853.13,1986.6,1238.86,1265.76,6700.43,6841.5
302333378489998,Washington,100,5,202,201,93,160,112.64,5.133858268,121.33,2573.93,2864.44,2355.03,2635.69,14089.49,15759.83
302345839489998,Washington,100,5,202,201,80,110,133.99,4.614173228,178.82,1854,2303.27,1341.17,1772.88,8133.1,10649.86
302329691489998,Washington,100,4,202,201,102,100,61.35,14.96062992,7.78,796.61,832.9,791.04,827.07,5285.47,5529.99
302356602489998,Washington,100,5,202,201,73,85,119.41,4.484251969,168.5,528.26,559.39,451.2,481.23,2382.15,2545.7
302358363489998,Washington,100,3,202,201,127,70,19.22,4.763779528,24.07,55.35,65.12,51.98,61.16,235.84,277.46
302342819489998,Washington,100,4,202,201,114,85,95.47,4.547244094,131.04,1682.47,1719.54,1418.2,1454.86,8248.17,8464.06
302342820489998,Washington,100,4,202,201,114,30,51.83,5.122047244,56.13,250.02,273.1,206.27,229.19,1256.27,1395.86
302330417489998,Washington,100,3,202,201,134,65,91.47,5.192913386,96.28,2429.14,2573.83,2048.91,2178.14,12066.86,12827.21
302357603489998,Washington,100,4,202,201,118,90,51.58,4.645669291,67.9,1413.32,1773.39,800.5,810.43,4712.36,4768.5
302332721489998,Washington,100,4,202,201,108,30,177.38,4.88976378,210.63,4375.29,4415.56,3976.68,4016.16,22166.84,22390.09
302348661489998,Washington,100,4,202,201,113,95,132.86,5.75984252,113.73,4276.36,4547.64,3410.03,3581.81,22497.54,23622.14
302348662489998,Washington,100,4,202,201,113,95,392.07,5.748031496,337.01,4440.12,5407.61,4019.47,4022.99,26547.03,26565.63
302348506489998,Washington,100,4,202,201,123,67,171.93,6.37007874,120.36,5500.65,5991.23,5020.06,5020.06,32546.57,32546.57
302340621489998,Washington,100,5,202,201,51,230,78.1,6.720472441,49.14,1513.1,1513.1,1460.97,1460.97,8291.98,8291.98
302347504489998,Washington,100,4,202,201,121,21,91.37,3.92519685,168.5,332.78,339.78,56.86,63.17,276.5,307.23
302347506489998,Washington,100,4,202,201,121,35,384.69,3.830708661,743.64,3245.06,3296.19,2205.76,2248.66,12358.5,12599.44
302350258489998,Washington,100,4,202,201,95,140,252.05,6.307086614,179.86,7550,7763.76,6919.93,7117.29,45276.39,46541.73
302331497489998,Washington,100,3,202,201,131,60,81.04,5.456692913,77.32,1709.13,1709.37,1597.01,1597.01,10072.12,10072.12
302331498489998,Washington,100,3,202,201,131,60,258.38,6.082677165,198.3,5386.07,5419.55,5175.94,5206.39,33427.58,33614.48
302352066489998,Washington,100,4,202,201,118,73,223.62,8.232283465,93.76,11641.7,17739.76,9020.77,9136.01,60373.07,61118.78
302339262489998,Washington,100,3,202,201,125,78,243.43,8.421259843,97.51,9351.48,9477.88,9122.79,9248.29,61309.74,62153.59
302344662489998,Washington,100,5,202,201,93,255,444.42,7.744094488,210.58,20787.28,22146.68,16919.09,17669.44,113647.52,118515.94
302333201489998,Washington,100,3,202,201,138,90,351.91,7.633858268,171.47,18595.6,19093.99,18041.46,18041.46,125805.32,125805.32
302324670489998,Washington,100,4,202,201,107,65,97.82,4.059055118,168.5,1624.55,1747.49,1177.39,1296.96,6283.92,6920.56
302329234489998,Washington,100,4,202,201,114,105,234.28,5.381889764,229.81,4847.22,5079.6,4451.92,4666.86,26418.42,27690.39
302329235489998,Washington,100,4,202,201,114,105,125.14,7.015748031,72.21,876.98,915.69,866.02,902.78,5230.38,5429.23
302325119489998,Washington,100,4,202,201,98,190,78.19,5.015748031,88.24,1981.84,2772.09,1338.22,1449.88,7726.24,8379.12
302328528489998,Washington,100,3,202,201,129,80,220.31,5.118110236,238.82,5774.31,6704.43,5118.87,5826.13,32085.17,36664.1
302322953489998,Washington,100,5,202,201,58,105,375.65,3.708661417,775.63,6889.98,8151.99,3695.91,4139.77,21860.56,24673.57
302315714489998,Washington,100,4,202,201,106,73,346.49,7.807086614,161.44,9882.34,11483.93,8625.51,9340.63,60328.01,65305.5
302345608489998,Washington,100,4,202,201,104,104,177.27,4.5,248.73,6392.67,6924.55,4354.35,4354.35,25699.4,25699.4
302340758489998,Washington,100,4,202,201,98,229,231.72,4.767716535,289.33,5168.91,5678.29,4168.98,4291.3,25674.4,26474.33
302329011489998,Washington,100,4,202,201,102,110,171.45,4.527559055,237.67,5548.17,6193.14,3042.22,3218.84,18756.7,19868.08
302308225489998,Washington,100,5,202,201,92,248,36.96,10.24015748,10.01,2011.66,2800.95,988.76,994.36,6075.45,6110.19
302264583489998,Washington,100,5,202,201,46,524,46.72,4.220472441,74.46,658.32,659.76,338.34,339.43,1885.19,1889.59
302283390489998,Washington,100,5,202,201,89,123,143.92,4.909448819,169.45,3157.59,3220.1,2700.1,2757.21,15865.73,16173.02
302299150489998,Washington,100,4,202,201,100,90,76.37,5.480314961,72.21,1959.9,1959.9,1851.65,1851.65,10497.54,10497.54
302271774489998,Washington,100,5,202,201,92,204,81.8,5.157480315,87.28,2711.97,2926.46,2033.72,2093.87,12197.2,12521.42
302292953489998,Washington,100,4,202,201,107,120,107.94,4.188976378,174.52,3704.7,3894.56,1952.86,2069.13,11602.48,12260.56
302304986489998,Washington,100,3,202,201,137,24,44.67,5.362204724,44.12,389.25,605.77,273.88,273.88,1710.42,1710.42
302262972489998,Washington,100,5,202,201,78,113,216.22,4.216535433,345.03,4872.62,5057.51,3644.94,3670.99,21642.48,21791
302262973489998,Washington,100,5,202,201,78,113,375.8,4.212598425,601.8,3393.37,3548.04,2056.2,2156.77,12555.49,13171.73
302277125489998,Washington,100,4,202,201,108,75,301.84,5.893700787,246.94,11448.82,11483.54,10404.82,10407.59,66822.17,66838.17
302260292489998,Washington,100,4,202,201,124,27,151.03,3.736220472,306.92,3626.34,4993.31,2386.61,2447.43,12823.09,13148.38
302272391489998,Washington,100,4,202,201,123,33,262.12,4.035433071,456.62,3585.83,3669.37,2783.28,2820.56,15735.91,15941.99
302293440489998,Washington,100,4,202,201,122,34,187.26,5.429133858,180.54,5889.17,5889.17,5391.59,5391.59,31932.46,31932.46
302301368489998,Washington,100,3,202,201,130,20,115.65,3.562992126,258.77,2703.01,2709.49,1713.5,1713.5,9033.03,9033.03
302287457489998,Washington,100,4,202,201,122,75,224.62,7.263779528,120.92,7256.32,9451.44,6079.04,6079.04,40823.9,40823.9
302308619489998,Washington,100,4,202,201,105,50,53.41,4.74015748,67.46,934.63,996.48,778.6,840.01,4580.63,4975.13
302287278489998,Washington,100,4,202,201,124,21,189.09,3.24015748,511.53,3331.18,3467.97,1271.13,1357.85,6770.77,7234.36
302258465489998,Washington,100,3,202,201,129,60,208.15,6.503937008,139.78,6884.62,8864.13,5222.15,5416.88,34633.72,35901.46
302296653489998,Washington,100,3,202,201,128,38,175.64,6.137795276,132.39,6068.11,7335.5,5659.47,5800.98,34425.18,35281.83
302258614489998,Washington,100,3,202,201,138,33,233.07,5.385826772,228.06,6554.94,6642.31,6109.78,6196.15,37019.96,37543.28
302260687489998,Washington,100,2,202,201,155,38,199.79,4.62992126,264.79,5361.57,5883.09,4667.35,4759.41,26287.93,26794.72
302295796489998,Washington,100,4,202,201,102,150,184.4,6.523622047,122.99,4923.06,5001.01,4674.44,4674.44,29308.86,29308.86
302250614489998,Washington,100,3,202,201,125,155,110.99,6.433070866,76.19,3089.07,4138.99,2847.29,2847.29,17983.1,17983.1
302271246489998,Washington,100,4,202,201,106,73,100.29,4.07480315,171.5,2535.08,2578.85,1905.64,1917.41,10900.67,10975.44
302250388489998,Washington,100,4,202,201,109,45,37.96,3.31496063,97.95,137.64,137.64,54.87,54.87,271.13,271.13
302285869489998,Washington,100,5,202,201,70,120,66.23,4.429133858,95.93,2410.47,2477.37,1244.6,1244.6,7286.12,7286.12
302289595489998,Washington,100,4,202,201,101,120,201.72,5.992125984,159.52,1296.92,1296.92,1260.22,1260.22,7360.57,7360.57
302305206489998,Washington,100,4,202,201,118,90,36.88,5.692913386,32.32,531.83,624.48,246.75,246.75,1530.57,1530.57
302247479489998,Washington,100,4,202,201,107,78,76.9,4.618110236,102.3,2082,2247.24,1821.31,1821.31,10553.35,10553.35
302262417489998,Washington,100,4,202,201,117,90,43.56,9.803149606,12.88,78.48,78.48,77.92,77.92,456.88,456.88
302281343489998,Washington,100,4,202,201,116,24,211.45,3.507874016,487.46,3900.07,3928.64,1956.79,1982.9,10154.78,10283.29
302299864489998,Washington,100,3,202,201,137,44,214.69,5.877952756,176.52,6929.46,6980.61,6112.99,6112.99,38288.03,38288.03
302270408489998,Washington,100,4,202,201,122,27,157.2,4.602362205,210.63,3998.52,6277.67,3185.47,3244.4,18232.98,18564.23
302276699489998,Washington,100,4,202,201,124,40,183.09,5.657480315,162.48,6349.69,6696.05,5833.51,6016.65,36117.38,37197.2
302263261489998,Washington,100,3,202,201,133,19,94.43,2.830708661,334.86,335.04,335.04,39.39,39.39,184.93,184.93
302299516489998,Washington,100,4,202,201,121,24,157.78,4.38976378,232.69,2941.06,2941.06,2381.97,2381.97,13109.83,13109.83
302280694489998,Washington,100,4,202,201,100,49,223.67,4.342519685,337.01,5657.44,6084.83,4187.85,4229.93,24933.94,25195.27
302297096489998,Washington,100,3,202,201,133,29,229.77,5.086614173,252.15,7086.21,7093.07,6414.12,6420.25,38146.02,38180.69
302292627489998,Washington,100,3,202,201,127,20,116,3.5,268.98,1410.07,1410.07,654,654,3357.96,3357.96
302292629489998,Washington,100,3,202,201,127,70,1098.76,7.68503937,528.5,998.09,3472.81,660.29,660.29,4246.63,4246.63
302277296489998,Washington,100,3,202,201,131,30,199.39,5.18503937,210.63,6610.44,6636.13,6124.92,6150.29,36261.33,36415.69
302288723489998,Washington,100,3,202,201,137,17,61.71,3.61023622,134.39,1415.97,1938.87,969.98,975.1,6434.49,6462.67
302293186489998,Washington,100,3,202,201,126,35,183.28,3.964566929,330.99,4287.57,4783.94,2638.8,2710.33,14548.58,14950.16
302287105489998,Washington,100,3,202,201,136,35,221.71,4.401574803,324.97,6705.36,6712.78,5326.38,5332.43,31168.25,31202.26
302297956489998,Washington,100,5,202,201,93,115,236.52,6.204724409,174.52,8869.6,9113.94,8455.87,8568.68,54173.56,54867.01
302311223489998,Washington,100,3,202,201,136,33,155.65,4.078740157,265.55,3777.97,3859.02,2651.9,2731.6,15664.23,16137.01
302302684489998,Washington,100,4,202,201,117,80,191.41,6.157480315,143.41,11031.43,12274.01,8314.94,8406.33,56418.21,57027.06
302278344489998,Washington,100,5,202,201,37,260,152.22,5.062992126,168.5,4100.3,4439.32,3400.02,3466.23,19704.37,20077.25
302296921489998,Washington,100,3,202,201,125,13,147.59,3.464566929,349.04,2652.14,4138.69,1161.19,1161.19,6077.4,6077.4
302254954489998,Washington,100,5,202,201,81,100,184.79,4.594488189,248.74,2948.67,3441.23,2391.51,2531.26,13430.04,14125.8
302254955489998,Washington,100,5,202,201,81,400,386.31,7.25984252,208.11,3270.13,3292.28,3205.46,3227.46,20248.64,20397.08
302281133489998,Washington,100,4,202,201,108,118,311.48,8.948818898,110.45,4311.44,4311.44,4226.41,4226.41,29233.74,29233.74
302254352489998,Washington,100,4,202,201,100,360,396.97,11.4015748,86.76,13057.96,14519.1,12518.8,13696.64,89332.63,97778.64
302257883489998,Washington,100,4,202,201,122,41,340.31,5.401574803,330.99,12766.33,13159.26,11130.65,11241.09,67322.36,67997.69
302270643489998,Washington,100,5,202,201,84,95,254.97,5.208661417,266.79,9495.11,9997.68,8244.27,8266.59,51534.54,51662.01
302282860489998,Washington,100,4,202,201,123,95,374.31,8.405511811,150.46,8656.9,8822.09,7976.03,8012.28,53936.34,54185.31
302255775489998,Washington,100,4,202,201,98,75,232.82,5.803149606,196.42,319.89,319.89,275.39,275.39,1565.4,1565.4
302288226489998,Washington,100,5,202,201,80,160,116.73,5.964566929,93.24,3639.25,3704.21,2615.51,2674.1,16340.08,16698.27
302307405489998,Washington,100,5,202,201,87,110,89.43,4.842519685,108.32,1518.99,1551.17,1338.09,1342.82,7102.85,7124.39
302255314489998,Washington,100,4,202,201,102,85,156.37,4.960629921,180.51,3623.12,3989.85,2700.9,2744.8,16115.2,16383.49
302255688489998,Washington,100,4,202,201,110,88,81.69,6.11023622,62.17,2444.38,2458.19,2351.71,2365.41,14247.22,14333.62
302277419489998,Washington,100,4,202,201,110,80,126.26,4.066929134,216.66,4072.74,4208.51,2422.91,2468.73,14789.7,15089.9
302268144489998,Washington,100,5,202,201,84,95,39.97,4.665354331,52.14,877.55,992.3,496.9,552.06,2851.23,3170.05
302268557489998,Washington,100,4,202,201,117,102,117.63,5.181102362,124.35,4452.33,4728.79,3286.24,3286.24,19714.38,19714.38
302252637489998,Washington,100,4,202,201,119,133,228.34,5.834645669,190.55,6926.76,7084.17,6557.74,6596.8,39779.71,40024.49
302266392489998,Washington,100,4,202,201,104,94,88.1,3.830708661,170.5,1785.23,2610.88,1132.98,1143.53,6335.93,6399.37
302283035489998,Washington,100,3,202,201,148,50,84.67,6.791338583,52.14,2553.82,2569.75,2490.71,2490.71,15467.91,15467.91
302282131489998,Washington,100,4,202,201,119,73,247.47,7.429133858,127.37,11749.12,11939.47,11125.05,11167.36,74815.99,75078.12
302260854489998,Washington,100,3,202,201,132,38,225.58,5.035433071,252.75,8547.44,8946.57,7761.86,7761.86,47373.83,47373.83
302267071489998,Washington,100,4,202,201,95,147,283.12,5.37007874,278.87,7823.5,8181.17,5552.08,5558.22,36666.31,36696.83
302267073489998,Washington,100,4,202,201,95,147,409.22,7.755905512,193.23,3557.37,3586.6,3525.52,3554.53,22737.29,22925.01
302253865489998,Washington,100,3,202,201,132,20,105.39,3.173228346,297.13,1660.7,1689.28,917.29,940.29,4615.84,4730.04
302304172489998,Washington,100,3,202,201,125,40,219.15,5.677165354,193.17,7778.59,7909.72,6722.59,6824.46,41506.15,42108.18
302304173489998,Washington,100,3,202,201,125,135,377,15.58661417,44.07,1225.63,1225.63,1217.05,1217.05,8655.69,8655.69
302265604489998,Washington,100,5,202,201,90,95,221.92,8.75984252,82.18,9553.21,10846.13,7788.56,8696.72,52788.45,58821.74
302304402489998,Washington,100,4,202,201,119,27,149.78,4.562992126,204.4,3029.27,5057.24,2404.78,2418.54,13240.44,13313.22
302284243489998,Washington,100,4,202,201,124,35,199.92,4.066929134,343.02,6609.84,6691.7,4556.61,4633.22,26825.01,27270.7
302283595489998,Washington,100,4,202,201,118,39,281.39,4.374015748,417.25,6426.32,6443.3,5229.25,5242.72,30698.89,30773.91
302286110489998,Washington,100,4,202,201,108,80,62.23,3.42519685,150.45,1156.29,1158.61,702.65,704.69,3591.79,3602.18
302265958489998,Washington,100,5,202,201,65,75,121.58,4.232283465,192.57,2600.06,2945.77,1831.14,1963.75,10903.81,11692.31
302253739489998,Washington,100,5,202,201,83,45,135.51,4.401574803,198.59,3003.08,3003.08,2418.03,2418.03,13372.27,13372.27
302296527489998,Washington,100,4,202,201,112,55,184.25,5.586614173,167.69,6721.19,6741.14,6244.79,6244.79,39122.4,39122.4
302251471489998,Washington,100,4,202,201,95,90,86.36,4.496062992,121.36,2128.06,2128.06,1889.07,1889.07,10887.08,10887.08
302285687489998,Washington,100,5,202,201,54,185,78,5.157480315,83.23,1311.68,1429.57,1108.26,1108.26,5866.62,5866.62
302290948489998,Washington,100,4,202,201,100,80,220.78,6.047244094,171.5,6318.71,6318.71,5944.48,5944.48,35402.02,35402.02
302307029489998,Washington,100,5,202,201,65,130,53.87,3.984251969,96.28,698.58,710.89,518.94,529.21,2686.08,2732.58
302269863489998,Washington,100,5,202,201,82,170,81.52,7.086614173,46.12,2034.79,2094.37,2006.49,2065.46,11901.58,12190.13
302306215489998,Washington,100,5,202,201,93,130,100.06,4.921259843,117.31,3438.8,3995.82,2290.35,2290.35,14739.21,14739.21
302303004489998,Washington,100,4,202,201,115,84,119.42,4.539370079,164.54,1992.02,2111.73,1592.76,1605.22,9128.06,9193.63
302256795489998,Washington,100,4,202,201,106,85,54.18,4.614173228,72.21,1467.95,1473.42,1293.99,1293.99,7487.87,7487.87
302289687489998,Washington,100,3,202,201,134,13,29.9,11.88976378,6.01,222.72,234.44,221.16,232.8,1533.99,1614.73
302289688489998,Washington,100,3,202,201,134,34,227.74,5.531496063,211.33,1347.9,1353.98,1245.02,1250.99,7807.74,7844.8
302269170489998,Washington,100,4,202,201,121,4,59.69,4.846456693,72.21,2314.8,4345.08,1895.65,1895.65,11293.1,11293.1
302263412489998,Washington,100,3,202,201,127,41,168.52,5.755905512,144.43,6245.92,6245.92,6039.94,6039.94,37147.74,37147.74
302286238489998,Washington,100,4,202,201,119,32,184.49,4.153543307,303.74,4052.14,4100.94,2543.22,2570.26,14576.23,14726.46
302283232489998,Washington,100,4,202,201,118,29,124.6,4.157480315,204.61,2938.82,2986.16,2179.9,2184.01,11826.64,11848.65
302266803489998,Washington,100,3,202,201,137,58,164.15,4.456692913,234.7,3960.25,3983.76,3268.07,3290.88,18090.68,18222.16
302264137489998,Washington,100,4,202,201,107,75,205.4,4.358267717,306.92,6044.82,6320.76,4247.36,4384.59,24474.37,25258.71
302258247489998,Washington,100,5,202,201,93,30,99.84,4.429133858,144.43,1360.24,1363.35,986.51,989.52,5178.67,5195.35
302254025489998,Washington,100,3,202,201,125,12,72.94,6.039370079,56.81,1225.69,1225.69,1131.62,1131.62,7675.71,7675.71
302254026489998,Washington,100,3,202,201,125,22,33.14,3.082677165,98.91,188.99,188.99,41.33,41.33,204.4,204.4
302281753489998,Washington,100,3,202,201,141,160,425.27,6.594488189,277.76,17140.08,17761.83,15587.16,15858.42,103194.3,105020.74
302310194489998,Washington,100,4,202,201,120,160,228.65,10.06299213,64.13,9723.56,11214.34,8525.94,8559.04,59576.52,59797.46
302258874489998,Washington,100,5,202,201,92,60,371.18,4.295275591,571.71,10405.33,11724.45,8200.41,8258.62,48115.15,48435.75
302285400489998,Washington,100,2,202,201,181,38,185.16,5.224409449,192.57,5297.71,5696.32,4870.6,4880.4,28206.05,28264.35
302270787489998,Washington,100,4,202,201,98,125,325.38,7.614173228,159.44,11737.15,12729.97,10914.22,11337.64,70802.82,73417.33
302303774489998,Washington,100,4,202,201,116,32,132.95,3.732283465,270.81,3884.33,3949.63,2684.96,2744.52,15429.84,15770.34
302259622489998,Washington,100,4,202,201,124,20,125.54,4.051181102,217.16,2204.8,2285.66,1637.51,1698.52,8633.88,8963.49
302306611489998,Washington,100,5,202,201,78,85,203.82,4.964566929,234.7,6138.97,7892.09,4896.16,5032.55,28631.43,29452.55
302303148489998,Washington,100,4,202,201,111,51,170.98,5.570866142,156.46,6101.68,6101.68,5743.74,5743.74,35550.14,35550.14
302257597489998,Washington,100,4,202,201,119,100,163.49,5.61023622,147.43,7044.04,9778.33,6191.45,6420.14,41179.46,42782.83
302274435489998,Washington,100,4,202,201,114,70,225.59,7.838582677,104.3,12489.5,16443.9,9015.25,9217.22,59228.97,60484.8
302265188489998,Washington,100,3,202,201,151,37,183.23,4.433070866,264.79,4780.05,5481.45,3656.05,3700.8,20194.86,20459.28
302303961489998,Washington,100,4,202,201,95,140,234.42,7.665354331,113.32,10870.93,13043.62,8857.19,9124.89,59034.4,60740.92
302246858489998,Washington,100,4,202,201,108,92,243.01,6.704724409,153.55,11247.75,15492.03,7900.68,7990.15,51974.35,52513.42
302288851489998,Washington,100,4,202,201,124,94,302.17,6.657480315,193.57,16908.73,18124.08,14648.87,14679.58,99629.14,99836.07
302253494489998,Washington,100,4,202,201,110,235,320.95,6.881889764,192.48,16547,17521.34,14718.98,14927.96,107004.84,108509.93
302284760489998,Washington,100,5,202,201,91,185,235.72,7.937007874,106.28,13068.72,15019.83,10419.46,10421.58,71916.92,71927.69
302296275489998,Washington,100,4,202,201,114,39,112.73,3.05511811,343.02,2088.73,2210.27,820.87,823.28,4395.8,4408.01
302250232489998,Washington,100,4,202,201,99,70,134.75,4.787401575,166.88,3319.3,3321.12,3007.91,3009.46,17116.83,17124.36
302295148489998,Washington,100,4,202,201,106,60,76.96,6.027559055,60.18,1023.72,1023.72,932.47,932.47,5102.71,5102.71
302251360489998,Washington,100,3,202,201,135,65,94.27,4.838582677,114.34,2654.63,2682.38,2274.78,2288.86,13543.02,13621.66
302278452489998,Washington,100,4,202,201,116,87,108.5,5.688976378,95.26,3255.29,3337.79,2970.85,3051.52,18240.67,18686.92
302299665489998,Washington,100,4,202,201,111,25,126.36,13.14173228,20.78,1608.71,2027.94,1414.96,1578.54,9073.21,10045.09
302299666489998,Washington,100,4,202,201,111,130,121.02,5.637795276,108.14,1312.76,1321.24,909.88,918.09,5641.28,5687.66
302289861489998,Washington,100,4,202,201,117,93,115.72,7.244094488,62.6,553.34,714.1,444.77,529.12,2454.56,2937.05
302249381489998,Washington,100,4,202,201,106,28,20.15,3.677165354,42.34,144.26,153.68,71.68,71.68,357.74,357.74
302299265489998,Washington,100,5,202,201,84,100,195.58,5.318897638,196.2,4102.05,4145.35,3817.94,3857.57,23101.22,23333.78
302249788489998,Washington,100,4,202,201,99,75,169.27,6.295275591,121.33,4498.67,4871.67,4227.45,4234.89,24626,24672.17
302279336489998,Washington,100,3,202,201,128,80,70.14,5.047244094,78.23,1863.3,1863.3,1549.23,1549.23,8883.28,8883.28
302283971489998,Washington,100,3,202,201,129,23,125.98,4.181102362,204.61,2391.68,2391.68,2053.89,2053.89,10613.05,10613.05
302265883489998,Washington,100,4,202,201,100,56,343.89,8.736220472,127.98,2039.97,2039.97,2014.82,2014.82,12871.76,12871.76
302292162489998,Washington,100,4,202,201,118,29,170.9,3.75984252,343.02,4317.41,4382.87,3047.09,3079.62,16817.58,16972.02
302279717489998,Washington,100,3,202,201,129,33,114.82,4.051181102,198.59,3613.04,3693.27,2486.03,2559.14,14751.18,15201.33
302255945489998,Washington,100,4,202,201,124,120,358.1,5.929133858,289.25,12044.27,12476.26,10930.8,10938.08,74867.05,74905.68
302294763489998,Washington,100,4,202,201,96,329,56.41,5.161417323,60.15,1614.58,1648,1394.63,1394.63,8506.54,8506.54
302253136489998,Washington,100,4,202,201,112,110,79.48,6.177165354,59.15,1408.06,1679.35,1279.58,1316.46,7894.43,8139.08
302289160489998,Washington,100,4,202,201,107,60,53.88,3.787401575,106.62,440.26,457.09,229.44,242.89,1066.21,1132.11
302282530489998,Washington,100,5,202,201,82,400,236.97,6.712598425,149.38,10241.7,10735.33,6970.97,7117.02,45424.34,46350.67
302307213489998,Washington,100,5,202,201,86,101,93.53,4.118110236,156.46,1991.73,2066.61,1175.71,1175.71,6359.42,6359.42
374657023489998,Washington,100,3,202,201,128,111,177.45,4.748031496,223.66,4737.88,4839.96,4131.19,4231.66,25936.42,26564.16
374637822489998,Washington,100,4,202,201,124,106,356.73,6.748031496,222.62,16049.8,16493.48,13911.97,14196.07,90527.51,92399.14
374655521489998,Washington,100,4,202,201,96,128,121.24,6.767716535,75.19,4737.6,5251.42,3833.26,4109.66,24524.28,26436.37
374634295489998,Washington,100,4,202,201,100,96,61.82,5.496062992,58.15,1413.31,1466.33,1333.68,1381.97,7656.96,7927.52
374609582489998,Washington,100,5,202,201,41,310,334.66,5.18503937,353.43,6032.18,6504.22,5185.86,5358.61,30116.32,31160.11
374609583489998,Washington,100,5,202,201,41,105,199.24,3.496062992,462.3,457.27,457.27,208.02,208.02,1251.43,1251.43
374611157489998,Washington,100,4,202,201,111,36,218.81,5.145669291,234.7,5626.84,6840.65,4700.37,4998.64,26785.2,28528.6
374637065489998,Washington,100,4,202,201,105,33,164.34,3.862204724,312.93,4472.52,4583.29,3083.12,3131.16,17343.26,17614.25
374653140489998,Washington,100,5,202,201,87,115,148.03,4.862204724,177.83,634.22,771.47,439.87,439.87,2396.68,2396.68
374653932489998,Washington,100,4,202,201,106,122,121,5.586614173,110.12,2035.18,2963.69,1656.9,1790.5,10335.93,11158.55
374617279489998,Washington,100,5,202,201,93,95,124.06,5.5,116.39,2216.48,2492.95,2087.81,2279.49,12325.49,13429.55
